Bulk mode; whois.cymru.com [2015-11-20 16:36:36 +0000]
3       | 128.52.128.0     | 128.52.0.0/16       | US | arin     |            | MIT-GATEWAYS - Massachusetts Institute of Technology,US
44684   | 46.235.227.0     | 46.235.224.0/21     | GB | ripencc  | 2011-02-15 | MYTHIC Mythic Beasts Ltd,GB
44734   | 91.199.197.0     | 91.199.197.0/24     | RU | ripencc  | 2008-02-18 | INTERCOM-AS Intercom Ltd,RU
44869   | 5.103.104.0      | 5.103.0.0/16        | DK | ripencc  | 2012-06-27 | FIBIA-P-S Fibia P/S,DK
44925   | 93.95.228.0      | 93.95.224.0/21      | IS | ripencc  | 2008-04-03 | THE-1984-AS 1984 ehf AS number,IS
45144   | 43.252.36.0      | 43.252.36.0/24      | MY | apnic    | 2014-06-05 | NETONBOARD-MY Net Onboard Sdn Bhd - Quality & Reliable Cloud Hosting Provider,MY
45634   | 180.210.203.0    | 180.210.203.0/24    | SG | apnic    | 2009-09-29 | SPARKSTATION-SG-AP 10 Science Park Road,SG
45711   | 203.217.173.0    | 203.217.173.0/24    | ID | apnic    | 2009-07-08 | IMEDIABIZ-AS-ID Imediabiz Indonesia,ID
46457   | 204.124.83.0     | 204.124.83.0/24     | US | arin     | 2011-04-20 | CONFORMAL-SYSTEMS - Conformal Systems, LLC.,US
46562   | 107.181.174.0    | 107.181.174.0/24    | US | arin     | 2014-02-14 | TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.,US
46562   | 107.181.178.0    | 107.181.178.0/24    | US | arin     | 2014-02-14 | TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.,US
46652   | 192.241.148.0    | 192.241.128.0/19    | US | arin     | 2013-06-10 | SERVERSTACK-ASN - ServerStack, Inc.,US
46652   | 192.34.63.0      | 192.34.56.0/21      | US | arin     | 2012-11-20 | SERVERSTACK-ASN - ServerStack, Inc.,US
46841   | 100.42.19.0      | 100.42.16.0/20      | US | arin     | 2011-11-17 | FORKNETWORKING - Fork Networking, LLC,US
46841   | 184.105.220.0    | 184.105.220.0/23    | US | arin     | 2010-05-10 | FORKNETWORKING - Fork Networking, LLC,US
46844   | 198.148.81.0     | 198.148.81.0/24     | US | arin     | 2012-04-09 | ST-BGP - Sharktech,US
46887   | 148.100.41.0     | 148.100.41.0/24     | US | arin     |            | LIGHTOWER - Lightower Fiber Networks,US
47066   | 71.19.154.0      | 71.19.154.0/24      | US | arin     | 2011-06-06 | PRGMR - prgmr.com, Inc.,US
47066   | 71.19.157.0      | 71.19.157.0/24      | US | arin     | 2011-06-06 | PRGMR - prgmr.com, Inc.,US
47074   | 209.66.119.0     | 209.66.119.0/24     | US | arin     |            | AEG - AEG,US
47172   | 213.108.105.0    | 213.108.104.0/21    | NL | ripencc  | 2009-07-23 | GREENHOST Greenhost BV,NL
47264   | 178.248.108.0    | 178.248.104.0/21    | GB | ripencc  | 2010-05-04 | LDEX LDeX Connect LTD,GB
47447   | 185.117.215.0    | 185.117.215.0/24    | DE | ripencc  | 2015-09-17 | TTM 23Media GmbH,DE
47447   | 212.83.40.0      | 212.83.32.0/19      | DE | ripencc  | 2008-06-24 | TTM 23Media GmbH,DE
47447   | 62.113.227.0     | 62.113.192.0/18     | DE | ripencc  | 2009-04-15 | TTM 23Media GmbH,DE
47610   | 134.130.181.0    | 134.130.0.0/16      | DE | ripencc  |            | RWTH-AS RWTH Aachen University,DE
47692   | 77.244.254.0     | 77.244.240.0/20     | AT | ripencc  | 2007-04-10 | NESSUS Nessus GmbH,AT
47869   | 94.185.82.0      | 94.185.80.0/21      | SE | ripencc  | 2011-09-15 | NETROUTING-AS Netrouting,NL
48031   | 91.213.8.0       | 91.213.8.0/24       | UA | ripencc  | 2009-06-11 | XSERVER-IP-NETWORK-AS PE Ivanov Vitaliy Sergeevich,UA
48039   | 94.103.175.0     | 94.103.160.0/20     | DE | ripencc  | 2008-09-15 | KGT-AS GHOSTnet GmbH,DE
48172   | 178.57.218.0     | 178.57.218.0/23     | RU | ripencc  | 2010-02-02 | OVERSUN Oversun Ltd,RU
48172   | 37.143.9.0       | 37.143.8.0/23       | RU | ripencc  | 2012-03-01 | OVERSUN Oversun Ltd,RU
48347   | 93.95.100.0      | 93.95.100.0/22      | RU | ripencc  | 2008-03-28 | MTW-AS JSC MediaSoft Ekspert,RU
48635   | 185.66.250.0     | 185.66.248.0/22     | NL | ripencc  | 2014-08-12 | PCEXTREME PCextreme B.V.,NL
48635   | 89.18.174.0      | 89.18.174.0/24      | NL | ripencc  | 2006-08-14 | PCEXTREME PCextreme B.V.,NL
48815   | 109.233.127.0    | 109.233.127.0/24    | IT | ripencc  | 2009-12-17 | CRITICALCASE Critical Case s.r.l,IT
48823   | 185.11.136.0     | 185.11.136.0/22     | DE | ripencc  | 2012-11-29 | AS48823 AS48823,DE
49335   | 141.105.68.0     | 141.105.68.0/24     | RU | ripencc  | 2011-06-27 | NCONNECT-AS Mir Telematiki Ltd.,RU
49335   | 31.192.105.0     | 31.192.105.0/24     | RU | ripencc  | 2011-04-21 | NCONNECT-AS Mir Telematiki Ltd.,RU
49349   | 185.62.188.0     | 185.62.188.0/24     | NL | ripencc  | 2014-07-02 | DOTSI Dotsi, Unipessoal Lda.,PT
49349   | 185.62.189.0     | 185.62.189.0/24     | NL | ripencc  | 2014-07-02 | DOTSI Dotsi, Unipessoal Lda.,PT
49349   | 185.62.190.0     | 185.62.190.0/24     | NL | ripencc  | 2014-07-02 | DOTSI Dotsi, Unipessoal Lda.,PT
49349   | 188.209.49.0     | 188.209.49.0/24     | NL | ripencc  | 2009-05-08 | DOTSI Dotsi, Unipessoal Lda.,PT
49349   | 188.209.52.0     | 188.209.52.0/24     | NL | ripencc  | 2009-05-08 | DOTSI Dotsi, Unipessoal Lda.,PT
49367   | 158.58.170.0     | 158.58.168.0/21     | IT | ripencc  | 2011-11-10 | ASSEFLOW Seflow S.N.C. Di Marco Brame_ & C.,IT
49367   | 94.198.100.0     | 94.198.96.0/21      | IT | ripencc  | 2008-10-24 | ASSEFLOW Seflow S.N.C. Di Marco Brame_ & C.,IT
49367   | 94.198.98.0      | 94.198.96.0/21      | IT | ripencc  | 2008-10-24 | ASSEFLOW Seflow S.N.C. Di Marco Brame_ & C.,IT
49367   | 95.141.37.0      | 95.141.32.0/20      | IT | ripencc  | 2009-05-29 | ASSEFLOW Seflow S.N.C. Di Marco Brame_ & C.,IT
49409   | 95.141.83.0      | 95.141.80.0/20      | NO | ripencc  | 2009-06-03 | DATAOPPDRAG DataOppdrag AS,NO
49455   | 109.108.218.0    | 109.108.192.0/19    | NO | ripencc  | 2009-10-29 | LOQAL-AS Loqal AS,NO
49505   | 109.234.154.0    | 109.234.152.0/21    | RU | ripencc  | 2010-01-18 | SELECTEL OOO _Network of data-centers _Selectel_,RU
49544   | 128.204.204.0    | 128.204.192.0/20    | NL | ripencc  | 2011-10-13 | INTERACTIVE3D i3d B.V.,NL
49544   | 213.163.70.0     | 213.163.64.0/19     | NL | ripencc  | 2008-11-12 | INTERACTIVE3D i3d B.V.,NL
49544   | 213.163.71.0     | 213.163.64.0/19     | NL | ripencc  | 2008-11-12 | INTERACTIVE3D i3d B.V.,NL
49544   | 31.204.152.0     | 31.204.128.0/19     | NL | ripencc  | 2011-04-29 | INTERACTIVE3D i3d B.V.,NL
49586   | 188.95.247.0     | 188.95.240.0/21     | NO | ripencc  | 2009-07-08 | ASN-INTILITY Intility AS,NO
49770   | 95.143.193.0     | 95.143.192.0/20     | SE | ripencc  | 2009-09-08 | INTERNETPORT-AS Internetport Sweden AB,SE
49855   | 109.69.67.0      | 109.69.64.0/21      | DE | ripencc  | 2009-09-29 | PLUTEX PLUTEX GmbH,DE
49855   | 91.202.40.0      | 91.202.40.0/22      | DE | ripencc  | 2008-01-31 | PLUTEX PLUTEX GmbH,DE
49981   | 217.23.11.0      | 217.23.0.0/20       | NL | ripencc  | 2009-02-04 | WORLDSTREAM WorldStream,NL
49981   | 217.23.3.0       | 217.23.0.0/20       | NL | ripencc  | 2009-02-04 | WORLDSTREAM WorldStream,NL
50009   | 109.94.19.0      | 109.94.0.0/19       | RU | ripencc  | 2009-10-23 | QUARTZ-AS QUARTZ TELECOM LLC,RU
50113   | 194.63.141.0     | 194.63.141.0/24     | RU | ripencc  | 2009-11-17 | SUPERSERVERSDATACENTER MediaServicePlus Ltd.,RU
50266   | 31.201.112.0     | 31.201.0.0/16       | NL | ripencc  | 2011-04-28 | WIERICKE Vodafone Libertel B.V.,NL
50297   | 46.148.18.0      | 46.148.18.0/24      | UA | ripencc  | 2010-11-02 | INFIUM Infium, UAB,UA
50542   | 188.235.18.0     | 188.235.0.0/19      | RU | ripencc  | 2011-01-26 | VORONEZH-AS JSC _ER-Telecom Holding_,RU
50613   | 193.107.85.0     | 193.107.84.0/22     | IS | ripencc  | 2010-02-15 | THORDC-AS THOR Data Center ehf,IS
50618   | 178.20.55.0      | 178.20.48.0/21      | FR | ripencc  | 2010-02-19 | LIAZO Liazo SARL,FR
50618   | 195.88.84.0      | 195.88.84.0/23      | FR | ripencc  | 2009-02-27 | LIAZO Liazo SARL,FR
50673   | 185.12.12.0      | 185.12.12.0/22      | NL | ripencc  | 2012-12-03 | SERVERIUS-AS Serverius Holding B.V.,NL
50673   | 185.14.29.0      | 185.14.28.0/22      | UA | ripencc  | 2012-12-21 | SERVERIUS-AS Serverius Holding B.V.,NL
50821   | 46.39.102.0      | 46.39.96.0/19       | SE | ripencc  | 2010-12-13 | ASHPDC Stockholms Stadsnat AB,SE
50837   | 31.171.244.0     | 31.171.244.0/24     | CH | ripencc  | 2011-04-04 | CLOUDSIGMA-AS CLOUDSIGMA AG,CH
50989   | 178.16.208.0     | 178.16.208.0/20     | SE | ripencc  | 2010-03-09 | SITABINFRA-NORDIC-AS SITAB Infrastruktur,NO
51167   | 178.238.225.0    | 178.238.224.0/23    | DE | ripencc  | 2010-07-28 | CONTABO Contabo GmbH,DE
51167   | 178.238.237.0    | 178.238.236.0/23    | DE | ripencc  | 2010-07-28 | CONTABO Contabo GmbH,DE
51167   | 193.200.241.0    | 193.200.241.0/24    | DE | ripencc  | 2007-06-12 | CONTABO Contabo GmbH,DE
51167   | 193.37.152.0     | 193.37.152.0/24     | DE | ripencc  | 2006-10-19 | CONTABO Contabo GmbH,DE
51167   | 213.136.69.0     | 213.136.68.0/23     | DE | ripencc  | 2000-02-28 | CONTABO Contabo GmbH,DE
51167   | 213.136.74.0     | 213.136.74.0/23     | DE | ripencc  | 2000-02-28 | CONTABO Contabo GmbH,DE
51167   | 213.136.75.0     | 213.136.74.0/23     | DE | ripencc  | 2000-02-28 | CONTABO Contabo GmbH,DE
51167   | 213.136.76.0     | 213.136.76.0/23     | DE | ripencc  | 2000-02-28 | CONTABO Contabo GmbH,DE
51167   | 5.189.129.0      | 5.189.128.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.130.0      | 5.189.128.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.132.0      | 5.189.128.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.133.0      | 5.189.128.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.142.0      | 5.189.128.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.146.0      | 5.189.144.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.153.0      | 5.189.144.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.157.0      | 5.189.144.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 5.189.165.0      | 5.189.160.0/20      | DE | ripencc  | 2012-08-09 | CONTABO Contabo GmbH,DE
51167   | 79.143.179.0     | 79.143.178.0/23     | DE | ripencc  | 2010-01-08 | CONTABO Contabo GmbH,DE
51167   | 79.143.180.0     | 79.143.180.0/23     | DE | ripencc  | 2010-01-08 | CONTABO Contabo GmbH,DE
51167   | 91.194.90.0      | 91.194.90.0/23      | DE | ripencc  | 2007-06-12 | CONTABO Contabo GmbH,DE
51290   | 178.217.184.0    | 178.217.184.0/21    | PL | ripencc  | 2010-06-16 | HOSTEAM-AS HOSTEAM S.C. TOMASZ GROSZEWSKI BARTOSZ WASZAK LUKASZ GROSZEWSKI,PL
51290   | 178.217.185.0    | 178.217.184.0/21    | PL | ripencc  | 2010-06-16 | HOSTEAM-AS HOSTEAM S.C. TOMASZ GROSZEWSKI BARTOSZ WASZAK LUKASZ GROSZEWSKI,PL
51290   | 178.217.187.0    | 178.217.184.0/21    | PL | ripencc  | 2010-06-16 | HOSTEAM-AS HOSTEAM S.C. TOMASZ GROSZEWSKI BARTOSZ WASZAK LUKASZ GROSZEWSKI,PL
51352   | 85.143.95.0      | 85.143.88.0/21      | RU | ripencc  | 2004-12-17 | VLSU-AS State Educational Institution of higher professional Education _Vladimir State University_,RU
51395   | 176.10.104.0     | 176.10.96.0/19      | CH | ripencc  | 2011-05-18 | AS-SOFTPLUS SOFTplus Entwicklungen GmbH,CH
51395   | 176.10.107.0     | 176.10.96.0/19      | CH | ripencc  | 2011-05-18 | AS-SOFTPLUS SOFTplus Entwicklungen GmbH,CH
51395   | 176.10.124.0     | 176.10.96.0/19      | CH | ripencc  | 2011-05-18 | AS-SOFTPLUS SOFTplus Entwicklungen GmbH,CH
51395   | 176.10.99.0      | 176.10.96.0/19      | CH | ripencc  | 2011-05-18 | AS-SOFTPLUS SOFTplus Entwicklungen GmbH,CH
51395   | 185.32.221.0     | 185.32.221.0/24     | CH | ripencc  | 2013-08-12 | AS-SOFTPLUS SOFTplus Entwicklungen GmbH,CH
51395   | 185.60.146.0     | 185.60.144.0/22     | CH | ripencc  | 2014-06-11 | AS-SOFTPLUS SOFTplus Entwicklungen GmbH,CH
51515   | 46.45.15.0       | 46.45.15.0/24       | RU | ripencc  | 2010-09-02 | VEGA-NET-AS Vega Service, LLC,RU
51731   | 46.36.36.0       | 46.36.32.0/19       | CZ | ripencc  | 2010-10-25 | GTT-AS GTT a.s.,CZ
51731   | 46.36.39.0       | 46.36.32.0/19       | CZ | ripencc  | 2010-10-25 | GTT-AS GTT a.s.,CZ
51765   | 91.221.67.0      | 91.221.66.0/23      | FI | ripencc  | 2010-11-01 | ASEUHOST Oy Creanova Hosting Solutions Ltd.,FI
51765   | 91.233.117.0     | 91.233.116.0/23     | FI | ripencc  | 2011-12-08 | ASEUHOST Oy Creanova Hosting Solutions Ltd.,FI
51815   | 62.102.148.0     | 62.102.148.0/23     | SE | ripencc  | 2011-03-10 | TEKNIKBYRAN Teknikbyran i Sverige AB,SE
51852   | 141.255.165.0    | 141.255.160.0/21    | CH | ripencc  | 2011-07-06 | PLI-AS Private Layer INC,CH
51852   | 179.43.143.0     | 179.43.128.0/18     | PA | lacnic   | 2013-11-12 | PLI-AS Private Layer INC,CH
51852   | 179.43.147.0     | 179.43.128.0/18     | PA | lacnic   | 2013-11-12 | PLI-AS Private Layer INC,CH
51852   | 81.17.30.0       | 81.17.16.0/20       | CH | ripencc  | 2011-08-29 | PLI-AS Private Layer INC,CH
51904   | 193.41.79.0      | 193.41.76.0/22      | RU | ripencc  | 2010-11-12 | UTEX-AS Utex-Telecom LLC,RU
52022   | 91.220.220.0     | 91.220.220.0/24     | RU | ripencc  | 2010-12-09 | KLIMENKO-AA-AS Klimenko A.A. PE,RU
52048   | 46.183.220.0     | 46.183.216.0/21     | LV | ripencc  | 2010-12-10 | DATACLUB DataClub S.A.,LV
52048   | 46.183.221.0     | 46.183.216.0/21     | LV | ripencc  | 2010-12-10 | DATACLUB DataClub S.A.,LV
52173   | 185.61.148.0     | 185.61.148.0/23     | LV | ripencc  | 2014-06-20 | MAKONIX Makonix SIA,LV
52173   | 185.61.149.0     | 185.61.148.0/23     | LV | ripencc  | 2014-06-20 | MAKONIX Makonix SIA,LV
52173   | 185.86.148.0     | 185.86.148.0/24     | SE | ripencc  | 2015-02-03 | MAKONIX Makonix SIA,LV
52173   | 185.86.149.0     | 185.86.149.0/24     | SE | ripencc  | 2015-02-03 | MAKONIX Makonix SIA,LV
52173   | 185.86.151.0     | 185.86.151.0/24     | SE | ripencc  | 2015-02-03 | MAKONIX Makonix SIA,LV
52173   | 95.215.44.0      | 95.215.44.0/24      | LV | ripencc  | 2009-02-16 | MAKONIX Makonix SIA,LV
52173   | 95.215.45.0      | 95.215.45.0/24      | LV | ripencc  | 2009-02-16 | MAKONIX Makonix SIA,LV
52173   | 95.215.46.0      | 95.215.46.0/24      | LV | ripencc  | 2009-02-16 | MAKONIX Makonix SIA,LV
52173   | 95.215.47.0      | 95.215.47.0/24      | LV | ripencc  | 2009-02-16 | MAKONIX Makonix SIA,LV
52201   | 46.38.48.0       | 46.38.48.0/21       | RU | ripencc  | 2010-11-24 | TCTEL LLC _TC TEL_,RU
52284   | 200.63.47.0      | 200.63.40.0/21      | PA | lacnic   | 2008-03-28 | Panamaserver.com,PA
53264   | 173.243.112.0    | 173.243.112.0/20    | US | arin     | 2010-06-02 | CDC-LMB1 - Continuum Data Centers, LLC.,US
53667   | 198.98.51.0      | 198.98.51.0/24      | US | arin     | 2012-07-05 | PONYNET - FranTech Solutions,US
53667   | 199.195.249.0    | 199.195.248.0/21    | US | arin     | 2012-06-06 | PONYNET - FranTech Solutions,US
53667   | 209.141.45.0     | 209.141.32.0/19     | US | arin     | 2011-01-27 | PONYNET - FranTech Solutions,US
53667   | 209.141.56.0     | 209.141.32.0/19     | US | arin     | 2011-01-27 | PONYNET - FranTech Solutions,US
53755   | 148.163.66.0     | 148.163.0.0/17      | US | arin     | 2014-06-06 | IOFLOOD - Input Output Flood LLC,US
54290   | 23.238.17.0      | 23.238.0.0/17       | US | arin     | 2013-10-07 | HOSTWINDS - Hostwinds LLC.,US
54290   | 23.254.128.0     | 23.254.128.0/17     | US | arin     | 2013-11-13 | HOSTWINDS - Hostwinds LLC.,US
54290   | 23.254.165.0     | 23.254.128.0/17     | US | arin     | 2013-11-13 | HOSTWINDS - Hostwinds LLC.,US
54290   | 23.254.166.0     | 23.254.128.0/17     | US | arin     | 2013-11-13 | HOSTWINDS - Hostwinds LLC.,US
54290   | 23.254.167.0     | 23.254.128.0/17     | US | arin     | 2013-11-13 | HOSTWINDS - Hostwinds LLC.,US
54489   | 198.73.50.0      | 198.73.50.0/24      | CA | arin     |            | CORESPACE-DAL - CoreSpace, Inc.,US
54858   | 104.156.111.0    | 104.156.96.0/20     | US | arin     | 2014-07-17 | AS-SBI - Condointernet.net,US
54858   | 198.244.104.0    | 198.244.96.0/20     | US | arin     | 2013-02-07 | AS-SBI - Condointernet.net,US
55053   | 104.167.107.0    | 104.167.96.0/19     | CA | arin     | 2014-08-27 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 104.167.113.0    | 104.167.96.0/19     | CA | arin     | 2014-08-27 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 104.167.99.0     | 104.167.96.0/19     | CA | arin     | 2014-08-27 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 104.233.83.0     | 104.233.64.0/18     | CA | arin     | 2014-11-05 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 104.233.84.0     | 104.233.64.0/18     | CA | arin     | 2014-11-05 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 162.219.2.0      | 162.219.0.0/21      | CA | arin     | 2013-08-07 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 162.248.10.0     | 162.248.8.0/22      | CA | arin     | 2013-11-01 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 162.248.11.0     | 162.248.8.0/22      | CA | arin     | 2013-11-01 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 162.248.9.0      | 162.248.8.0/22      | CA | arin     | 2013-11-01 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 167.88.37.0      | 167.88.32.0/20      | CA | arin     | 2014-03-26 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 167.88.45.0      | 167.88.32.0/20      | CA | arin     | 2014-03-26 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55053   | 198.52.161.0     | 198.52.161.0/24     | CA | arin     | 2013-03-08 | COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD,CA
55536   | 103.10.197.0     | 103.10.197.0/24     | HK | apnic    | 2011-07-29 | PSWITCH-HK PACSWITCH GLOBAL IP NETWORK,HK
55720   | 45.121.147.0     | 45.121.147.0/24     | MY | apnic    | 2015-07-02 | GIGABIT-MY Gigabit Hosting Sdn Bhd,MY
55772   | 110.93.23.0      | 110.93.23.0/24      | AU | apnic    | 2010-09-15 | IE3-AU IE3 Communications,AU
56322   | 91.219.236.0     | 91.219.236.0/22     | HU | ripencc  | 2010-10-27 | SERVERASTRA-AS ServerAstra Kft.,HU
56322   | 91.219.237.0     | 91.219.236.0/22     | HU | ripencc  | 2010-10-27 | SERVERASTRA-AS ServerAstra Kft.,HU
56322   | 91.219.238.0     | 91.219.236.0/22     | HU | ripencc  | 2010-10-27 | SERVERASTRA-AS ServerAstra Kft.,HU
56478   | 149.18.11.0      | 149.18.0.0/18       | US | arin     |            | BCUBE-AS Hyperoptic Ltd,GB
56478   | 149.18.2.0       | 149.18.0.0/18       | US | arin     |            | BCUBE-AS Hyperoptic Ltd,GB
56813   | 91.237.88.0      | 91.237.88.0/23      | DE | ripencc  | 2012-03-21 | SCHLUNDTECH-AS Schlund Technologies GmbH,DE
57043   | 5.39.217.0       | 5.39.217.0/24       | NL | ripencc  | 2012-05-16 | HOSTKEY-AS HOSTKEY B.V.,NL
57172   | 134.19.176.0     | 134.19.176.0/20     | NL | ripencc  | 2011-11-04 | GLOBALLAYER Global Layer B.V.,NL
57172   | 162.222.193.0    | 162.222.192.0/21    | US | arin     | 2013-10-08 | GLOBALLAYER Global Layer B.V.,NL
57230   | 79.143.87.0      | 79.143.86.0/23      | GB | ripencc  | 2012-08-10 | ARIAWEBCO-AS Aria Web Development LLC,GB
57370   | 144.2.118.0      | 144.2.64.0/18       | CH | ripencc  |            | WINGO Wingo AG,CH
57494   | 91.199.149.0     | 91.199.149.0/24     | RU | ripencc  | 2008-01-29 | ADMAN-AS Krek Ltd.,RU
57611   | 91.233.106.0     | 91.233.106.0/24     | RO | ripencc  | 2011-12-07 | LCS-NET LCS Network Media Comunication SRL,RO
57858   | 176.61.138.0     | 176.61.138.0/24     | SE | ripencc  | 2011-06-07 | AS57858 Inter Connects Inc,EE
57858   | 46.29.248.0      | 46.29.248.0/23      | SE | ripencc  | 2010-08-19 | AS57858 Inter Connects Inc,EE
57891   | 185.75.56.0      | 185.75.56.0/22      | RS | ripencc  | 2014-10-29 | MAXTV N.SH. MAXTV,RS
57944   | 91.236.251.0     | 91.236.251.0/24     | UA | ripencc  | 2012-03-15 | SNAK-AS IP-Connect LLC,UA
57963   | 37.191.162.0     | 37.191.128.0/17     | NO | ripencc  | 2012-03-21 | LYNET-INTERNETT-AS Lynet Internett AS,NO
57963   | 77.234.49.0      | 77.234.48.0/21      | NO | ripencc  | 2012-03-21 | LYNET-INTERNETT-AS Lynet Internett AS,NO
58001   | 193.107.19.0     | 193.107.18.0/23     | RU | ripencc  | 2010-01-29 | IDEALSOLUTION-AS Ideal Solution Ltd,RU
58073   | 37.220.35.0      | 37.220.32.0/21      | NL | ripencc  | 2012-04-10 | YISP-AS YISP B.V.,NL
58073   | 46.182.106.0     | 46.182.106.0/24     | NL | ripencc  | 2010-11-25 | YISP-AS YISP B.V.,NL
58269   | 94.30.181.0      | 94.30.181.0/24      | LV | ripencc  | 2008-07-17 | AS-CLOUDHOSTING ENERGY IT SIA,LV
58277   | 78.142.19.0      | 78.142.19.0/24      | BG | ripencc  | 2007-07-30 | LOCODIGITAL-AS Loco Digital LTD,UA
58302   | 193.35.52.0      | 193.35.52.0/22      | NO | ripencc  | 2012-06-26 | SAMFUNDET-AS Studentersamfundet i Trondhjem,NO
58477   | 103.236.201.0    | 103.236.201.0/24    | ID | apnic    | 2015-09-01 | ARGON-AS-ID Argon Data Communication,ID
58477   | 103.56.207.0     | 103.56.207.0/24     | ID | apnic    | 2015-05-06 | ARGON-AS-ID Argon Data Communication,ID
59414   | 5.102.147.0      | 5.102.144.0/21      | CH | ripencc  | 2012-06-27 | CLOUDSCALE cloudscale.ch AG,CH
59491   | 178.19.104.0     | 178.19.104.0/21     | PL | ripencc  | 2010-05-17 | LIVENET-PL Livenet Sp. z o.o.,PL
59580   | 193.142.30.0     | 193.142.30.0/24     | RU | ripencc  | 2012-08-13 | BATTERFLYAIMEDIA-AS Batterflyai Media ltd.,RU
59610   | 78.31.164.0      | 78.31.164.0/24      | RO | ripencc  | 2012-08-20 | CLOUDTROOPERS-AS SC CLOUD TROOPERS INTERNATIONAL SRL,RO
59702   | 185.16.200.0     | 185.16.200.0/22     | SE | ripencc  | 2013-01-24 | JUNET-AS Junet AB,SE
59729   | 185.82.216.0     | 185.82.216.0/23     | BG | ripencc  | 2014-12-31 | ITL-BG ITL Company,BG
59729   | 217.12.203.0     | 217.12.202.0/23     | UA | ripencc  | 2000-08-25 | ITL-BG ITL Company,BG
60071   | 95.140.42.0      | 95.140.42.0/24      | HU | ripencc  | 2009-01-30 | RENDSZERNET-AS RendszerNET Kft.,HU
60117   | 185.45.193.0     | 185.45.193.0/24     | AE | ripencc  | 2014-01-24 | HS Host Sailor Ltd.,AE
60118   | 176.126.252.0    | 176.126.252.0/22    | RO | ripencc  | 2012-09-14 | ALISTAR-AS ALISTAR SECURITY SRL,RO
60414   | 185.31.136.0     | 185.31.136.0/24     | FI | ripencc  | 2013-07-24 | NETINCH Baytems Holdings Oy,FI
60422   | 185.31.77.0      | 185.31.76.0/22      | DK | ripencc  | 2013-07-22 | PH-AS Powerhosting Aps,DK
60478   | 185.31.100.0     | 185.31.100.0/22     | CH | ripencc  | 2013-07-23 | KSYS K-SYS SA,CH
60781   | 109.120.180.0    | 109.120.180.0/22    | RU | ripencc  | 2009-08-27 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 178.18.25.0      | 178.18.24.0/23      | NL | ripencc  | 2010-04-07 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 185.101.107.0    | 185.101.107.0/24    | RO | ripencc  | 2015-05-22 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 185.17.184.0     | 185.17.184.0/22     | NL | ripencc  | 2013-01-31 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 212.7.194.0      | 212.7.192.0/21      | NL | ripencc  | 2010-08-12 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 37.48.115.0      | 37.48.64.0/18       | NL | ripencc  | 2012-01-24 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 37.48.120.0      | 37.48.64.0/18       | NL | ripencc  | 2012-01-24 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 37.48.124.0      | 37.48.64.0/18       | NL | ripencc  | 2012-01-24 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
60781   | 37.48.80.0       | 37.48.64.0/18       | NL | ripencc  | 2012-01-24 | LEASEWEB-NL LeaseWeb Netherlands B.V.,NL
